ID	Symbol	Type
Pkn1	ENSMUSG00000057672	Pkn1	Gene Expression
Ptger1	ENSMUSG00000019464	Ptger1	Gene Expression
Ddx39	ENSMUSG00000005481	Ddx39	Gene Expression
Adgre5	ENSMUSG00000002885	Adgre5	Gene Expression
Gm45778	ENSMUSG00000110570	Gm45778	Gene Expression
Gm26721	ENSMUSG00000096943	Gm26721	Gene Expression
Adgrl1	ENSMUSG00000013033	Adgrl1	Gene Expression
Gm10644	ENSMUSG00000074219	Gm10644	Gene Expression
Asf1b	ENSMUSG00000005470	Asf1b	Gene Expression
Prkaca	ENSMUSG00000005469	Prkaca	Gene Expression
Samd1	ENSMUSG00000079003	Samd1	Gene Expression
1700067K01Rik	ENSMUSG00000046408	1700067K01Rik	Gene Expression
2210011C24Rik	ENSMUSG00000074217	2210011C24Rik	Gene Expression
Palm3	ENSMUSG00000047986	Palm3	Gene Expression
Il27ra	ENSMUSG00000005465	Il27ra	Gene Expression
Rln3	ENSMUSG00000045232	Rln3	Gene Expression
Gm10643	ENSMUSG00000074215	Gm10643	Gene Expression
C330011M18Rik	ENSMUSG00000056753	C330011M18Rik	Gene Expression
Rfx1	ENSMUSG00000031706	Rfx1	Gene Expression
Dcaf15	ENSMUSG00000037103	Dcaf15	Gene Expression
Podnl1	ENSMUSG00000012889	Podnl1	Gene Expression
Cc2d1a	ENSMUSG00000036686	Cc2d1a	Gene Expression
4930432K21Rik	ENSMUSG00000008129	4930432K21Rik	Gene Expression
Nanos3	ENSMUSG00000056155	Nanos3	Gene Expression
Gm26887	ENSMUSG00000097120	Gm26887	Gene Expression
Gm37352	ENSMUSG00000103593	Gm37352	Gene Expression
Mir24-2	ENSMUSG00000065541	Mir24-2	Gene Expression
Gm26532	ENSMUSG00000097296	Gm26532	Gene Expression
Zswim4	ENSMUSG00000035671	Zswim4	Gene Expression
D8Ertd738e	ENSMUSG00000019362	D8Ertd738e	Gene Expression
Mri1	ENSMUSG00000004996	Mri1	Gene Expression
Ccdc130	ENSMUSG00000004994	Ccdc130	Gene Expression
Cacna1a	ENSMUSG00000034656	Cacna1a	Gene Expression
Gm16183	ENSMUSG00000086067	Gm16183	Gene Expression
Ier2	ENSMUSG00000053560	Ier2	Gene Expression
Gm26664	ENSMUSG00000097193	Gm26664	Gene Expression
Nacc1	ENSMUSG00000001910	Nacc1	Gene Expression
Trmt1	ENSMUSG00000001909	Trmt1	Gene Expression
Nfix	ENSMUSG00000001911	Nfix	Gene Expression
Lyl1	ENSMUSG00000034041	Lyl1	Gene Expression
G430095P16Rik	ENSMUSG00000074203	G430095P16Rik	Gene Expression
Dand5	ENSMUSG00000053226	Dand5	Gene Expression
Gadd45gip1	ENSMUSG00000033751	Gadd45gip1	Gene Expression
Rad23a	ENSMUSG00000003813	Rad23a	Gene Expression
Calr	ENSMUSG00000003814	Calr	Gene Expression
1700122E12Rik	ENSMUSG00000087685	1700122E12Rik	Gene Expression
Farsa	ENSMUSG00000003808	Farsa	Gene Expression
Syce2	ENSMUSG00000003824	Syce2	Gene Expression
Gcdh	ENSMUSG00000003809	Gcdh	Gene Expression
Klf1	ENSMUSG00000054191	Klf1	Gene Expression
Dnase2a	ENSMUSG00000003812	Dnase2a	Gene Expression
Mast1	ENSMUSG00000053693	Mast1	Gene Expression
Rtbdn	ENSMUSG00000048617	Rtbdn	Gene Expression
Rnaseh2a	ENSMUSG00000052926	Rnaseh2a	Gene Expression
Prdx2	ENSMUSG00000005161	Prdx2	Gene Expression
Junb	ENSMUSG00000052837	Junb	Gene Expression
Hook2	ENSMUSG00000052566	Hook2	Gene Expression
Best2	ENSMUSG00000052819	Best2	Gene Expression
Asna1	ENSMUSG00000052456	Asna1	Gene Expression
Trir	ENSMUSG00000041203	Trir	Gene Expression
Tnpo2	ENSMUSG00000031691	Tnpo2	Gene Expression
A230103J11Rik	ENSMUSG00000087026	A230103J11Rik	Gene Expression
Fbxw9	ENSMUSG00000008167	Fbxw9	Gene Expression
Gm5741	ENSMUSG00000095845	Gm5741	Gene Expression
Dhps	ENSMUSG00000060038	Dhps	Gene Expression
Wdr83	ENSMUSG00000005150	Wdr83	Gene Expression
Wdr83os	ENSMUSG00000059355	Wdr83os	Gene Expression
Man2b1	ENSMUSG00000005142	Man2b1	Gene Expression
Zfp791	ENSMUSG00000074194	Zfp791	Gene Expression
Gm42031	ENSMUSG00000110386	Gm42031	Gene Expression
Cks1brt	ENSMUSG00000062687	Cks1brt	Gene Expression
Olfr371	ENSMUSG00000051952	Olfr371	Gene Expression
Vps35	ENSMUSG00000031696	Vps35	Gene Expression
Orc6	ENSMUSG00000031697	Orc6	Gene Expression
Mylk3	ENSMUSG00000031698	Mylk3	Gene Expression
4921524J17Rik	ENSMUSG00000036934	4921524J17Rik	Gene Expression
1700051O22Rik	ENSMUSG00000103341	1700051O22Rik	Gene Expression
Gpt2	ENSMUSG00000031700	Gpt2	Gene Expression
Dnaja2	ENSMUSG00000031701	Dnaja2	Gene Expression
Gm45424	ENSMUSG00000110341	Gm45424	Gene Expression
Neto2	ENSMUSG00000036902	Neto2	Gene Expression
Itfg1	ENSMUSG00000031703	Itfg1	Gene Expression
Gm39214	ENSMUSG00000109754	Gm39214	Gene Expression
Phkb	ENSMUSG00000036879	Phkb	Gene Expression
Gm16167	ENSMUSG00000090043	Gm16167	Gene Expression
Hm629797	ENSMUSG00000098439	Hm629797	Gene Expression
Abcc12	ENSMUSG00000036872	Abcc12	Gene Expression
Lonp2	ENSMUSG00000047866	Lonp2	Gene Expression
Siah1a	ENSMUSG00000036840	Siah1a	Gene Expression
Gm10638	ENSMUSG00000074178	Gm10638	Gene Expression
N4bp1	ENSMUSG00000031652	N4bp1	Gene Expression
2010110E17Rik	ENSMUSG00000098434	2010110E17Rik	Gene Expression
Gm27167	ENSMUSG00000098534	Gm27167	Gene Expression
Fth-ps3	ENSMUSG00000109706	Fth-ps3	Gene Expression
Gm27168	ENSMUSG00000099162	Gm27168	Gene Expression
Rps13-ps1	ENSMUSG00000066362	Rps13-ps1	Gene Expression
Gm5118	ENSMUSG00000098854	Gm5118	Gene Expression
Gm27246	ENSMUSG00000098684	Gm27246	Gene Expression
Gm27169	ENSMUSG00000098257	Gm27169	Gene Expression
Gm27208	ENSMUSG00000098391	Gm27208	Gene Expression
4930535O05Rik	ENSMUSG00000098360	4930535O05Rik	Gene Expression
Gm19872	ENSMUSG00000098295	Gm19872	Gene Expression
Gm2694	ENSMUSG00000097248	Gm2694	Gene Expression
Cbln1	ENSMUSG00000031654	Cbln1	Gene Expression
1700120C18Rik	ENSMUSG00000098086	1700120C18Rik	Gene Expression
4933402J07Rik	ENSMUSG00000069971	4933402J07Rik	Gene Expression
Zfp423	ENSMUSG00000045333	Zfp423	Gene Expression
Gm2716	ENSMUSG00000110719	Gm2716	Gene Expression
Cnep1r1	ENSMUSG00000036810	Cnep1r1	Gene Expression
Heatr3	ENSMUSG00000031657	Heatr3	Gene Expression
9430002A10Rik	ENSMUSG00000062704	9430002A10Rik	Gene Expression
Papd5	ENSMUSG00000036779	Papd5	Gene Expression
Adcy7	ENSMUSG00000031659	Adcy7	Gene Expression
Brd7	ENSMUSG00000031660	Brd7	Gene Expression
Nkd1	ENSMUSG00000031661	Nkd1	Gene Expression
Gm45496	ENSMUSG00000110187	Gm45496	Gene Expression
Snx20	ENSMUSG00000031662	Snx20	Gene Expression
Nod2	ENSMUSG00000055994	Nod2	Gene Expression
Cyld	ENSMUSG00000036712	Cyld	Gene Expression
Rps6-ps2	ENSMUSG00000056772	Rps6-ps2	Gene Expression
Sall1	ENSMUSG00000031665	Sall1	Gene Expression
Gm6625	ENSMUSG00000094790	Gm6625	Gene Expression
Gm5356	ENSMUSG00000069962	Gm5356	Gene Expression
Tox3	ENSMUSG00000043668	Tox3	Gene Expression
Gm45639	ENSMUSG00000109672	Gm45639	Gene Expression
Gm45638	ENSMUSG00000109726	Gm45638	Gene Expression
Gm35850	ENSMUSG00000109870	Gm35850	Gene Expression
Gm35963	ENSMUSG00000110212	Gm35963	Gene Expression
Gm44382	ENSMUSG00000105321	Gm44382	Gene Expression
Gm19935	ENSMUSG00000110332	Gm19935	Gene Expression
Chd9	ENSMUSG00000056608	Chd9	Gene Expression
Gm45641	ENSMUSG00000110166	Gm45641	Gene Expression
Gm45640	ENSMUSG00000109812	Gm45640	Gene Expression
Gm45643	ENSMUSG00000109863	Gm45643	Gene Expression
Gm6658	ENSMUSG00000074171	Gm6658	Gene Expression
Rbl2	ENSMUSG00000031666	Rbl2	Gene Expression
Aktip	ENSMUSG00000031667	Aktip	Gene Expression
Gm45464	ENSMUSG00000109727	Gm45464	Gene Expression
Gm8489	ENSMUSG00000109755	Gm8489	Gene Expression
Gm45666	ENSMUSG00000110106	Gm45666	Gene Expression
Gm36243	ENSMUSG00000110089	Gm36243	Gene Expression
Rpgrip1l	ENSMUSG00000033282	Rpgrip1l	Gene Expression
Gm45662	ENSMUSG00000109828	Gm45662	Gene Expression
Gm45428	ENSMUSG00000109956	Gm45428	Gene Expression
Fto	ENSMUSG00000055932	Fto	Gene Expression
4831440D22Rik	ENSMUSG00000110138	4831440D22Rik	Gene Expression
Gm45292	ENSMUSG00000110079	Gm45292	Gene Expression
Gm45289	ENSMUSG00000109642	Gm45289	Gene Expression
Gm45290	ENSMUSG00000109709	Gm45290	Gene Expression
Gm45294	ENSMUSG00000110068	Gm45294	Gene Expression
Gm45293	ENSMUSG00000110325	Gm45293	Gene Expression
Gm45295	ENSMUSG00000110302	Gm45295	Gene Expression
Gm2875	ENSMUSG00000110073	Gm2875	Gene Expression
Gm36325	ENSMUSG00000110216	Gm36325	Gene Expression
Gm36380	ENSMUSG00000110304	Gm36380	Gene Expression
Irx3	ENSMUSG00000031734	Irx3	Gene Expression
Irx3os	ENSMUSG00000046413	Irx3os	Gene Expression
Gm28511	ENSMUSG00000099664	Gm28511	Gene Expression
Gm36670	ENSMUSG00000109696	Gm36670	Gene Expression
Gm28516	ENSMUSG00000101613	Gm28516	Gene Expression
Gm45332	ENSMUSG00000110380	Gm45332	Gene Expression
Gm45335	ENSMUSG00000110198	Gm45335	Gene Expression
Gm45334	ENSMUSG00000110134	Gm45334	Gene Expression
Crnde	ENSMUSG00000031736	Crnde	Gene Expression
Gm21817	ENSMUSG00000095651	Gm21817	Gene Expression
Irx5	ENSMUSG00000031737	Irx5	Gene Expression
Gm45336	ENSMUSG00000110290	Gm45336	Gene Expression
Irx6	ENSMUSG00000031738	Irx6	Gene Expression
Gm45505	ENSMUSG00000110023	Gm45505	Gene Expression
Mmp2	ENSMUSG00000031740	Mmp2	Gene Expression
Gm45472	ENSMUSG00000109669	Gm45472	Gene Expression
Lpcat2	ENSMUSG00000033192	Lpcat2	Gene Expression
Capns2	ENSMUSG00000078144	Capns2	Gene Expression
Slc6a2	ENSMUSG00000055368	Slc6a2	Gene Expression
Gm45463	ENSMUSG00000109651	Gm45463	Gene Expression
Ces1a	ENSMUSG00000071047	Ces1a	Gene Expression
Ces1b	ENSMUSG00000078964	Ces1b	Gene Expression
Ces1d	ENSMUSG00000056973	Ces1d	Gene Expression
Gm45909	ENSMUSG00000110496	Gm45909	Gene Expression
Ces1e	ENSMUSG00000061959	Ces1e	Gene Expression
Ces1f	ENSMUSG00000031725	Ces1f	Gene Expression
Ces1g	ENSMUSG00000057074	Ces1g	Gene Expression
Ces1h	ENSMUSG00000074156	Ces1h	Gene Expression
Gm45765	ENSMUSG00000110718	Gm45765	Gene Expression
Gm45764	ENSMUSG00000110687	Gm45764	Gene Expression
Gm30132	ENSMUSG00000110670	Gm30132	Gene Expression
Ces5a	ENSMUSG00000058019	Ces5a	Gene Expression
Gm45708	ENSMUSG00000110534	Gm45708	Gene Expression
Gm26843	ENSMUSG00000110559	Gm26843	Gene Expression
Gm30606	ENSMUSG00000110713	Gm30606	Gene Expression
Gm45786	ENSMUSG00000110672	Gm45786	Gene Expression
4930488L21Rik	ENSMUSG00000097520	4930488L21Rik	Gene Expression
Gnao1	ENSMUSG00000031748	Gnao1	Gene Expression
Amfr	ENSMUSG00000031751	Amfr	Gene Expression
Nudt21	ENSMUSG00000031754	Nudt21	Gene Expression
Ogfod1	ENSMUSG00000033009	Ogfod1	Gene Expression
Gm45873	ENSMUSG00000110499	Gm45873	Gene Expression
Bbs2	ENSMUSG00000031755	Bbs2	Gene Expression
Mt4	ENSMUSG00000031757	Mt4	Gene Expression
Mt3	ENSMUSG00000031760	Mt3	Gene Expression
Gm45774	ENSMUSG00000110588	Gm45774	Gene Expression
Mt2	ENSMUSG00000031762	Mt2	Gene Expression
Mt1	ENSMUSG00000031765	Mt1	Gene Expression
Gm39228	ENSMUSG00000110524	Gm39228	Gene Expression
Nup93	ENSMUSG00000032939	Nup93	Gene Expression
Gm45804	ENSMUSG00000110442	Gm45804	Gene Expression
C78859	ENSMUSG00000110710	C78859	Gene Expression
Slc12a3	ENSMUSG00000031766	Slc12a3	Gene Expression
Gm15889	ENSMUSG00000089712	Gm15889	Gene Expression
Gm15890	ENSMUSG00000090105	Gm15890	Gene Expression
Herpud1	ENSMUSG00000031770	Herpud1	Gene Expression
9330175E14Rik	ENSMUSG00000097194	9330175E14Rik	Gene Expression
Nlrc5	ENSMUSG00000074151	Nlrc5	Gene Expression
Cpne2	ENSMUSG00000034361	Cpne2	Gene Expression
Fam192a	ENSMUSG00000031774	Fam192a	Gene Expression
Rspry1	ENSMUSG00000050079	Rspry1	Gene Expression
Gm45797	ENSMUSG00000110504	Gm45797	Gene Expression
Arl2bp	ENSMUSG00000031776	Arl2bp	Gene Expression
Pllp	ENSMUSG00000031775	Pllp	Gene Expression
Gm45767	ENSMUSG00000110702	Gm45767	Gene Expression
Gm22846	ENSMUSG00000088331	Gm22846	Gene Expression
Ccl22	ENSMUSG00000031779	Ccl22	Gene Expression
Cx3cl1	ENSMUSG00000031778	Cx3cl1	Gene Expression
Ccl17	ENSMUSG00000031780	Ccl17	Gene Expression
Ciapin1	ENSMUSG00000031781	Ciapin1	Gene Expression
Coq9	ENSMUSG00000031782	Coq9	Gene Expression
Polr2c	ENSMUSG00000031783	Polr2c	Gene Expression
Dok4	ENSMUSG00000040631	Dok4	Gene Expression
Ccdc102a	ENSMUSG00000063605	Ccdc102a	Gene Expression
Adgrg5	ENSMUSG00000061577	Adgrg5	Gene Expression
Gm10286	ENSMUSG00000070111	Gm10286	Gene Expression
Adgrg1	ENSMUSG00000031785	Adgrg1	Gene Expression
Adgrg3	ENSMUSG00000060470	Adgrg3	Gene Expression
Drc7	ENSMUSG00000031786	Drc7	Gene Expression
Katnb1	ENSMUSG00000031787	Katnb1	Gene Expression
Gm45758	ENSMUSG00000110516	Gm45758	Gene Expression
Kifc3	ENSMUSG00000031788	Kifc3	Gene Expression
Gm31224	ENSMUSG00000110517	Gm31224	Gene Expression
Gm31036	ENSMUSG00000110475	Gm31036	Gene Expression
Cngb1	ENSMUSG00000031789	Cngb1	Gene Expression
Tepp	ENSMUSG00000090206	Tepp	Gene Expression
Zfp319	ENSMUSG00000046556	Zfp319	Gene Expression
Usb1	ENSMUSG00000031792	Usb1	Gene Expression
Mmp15	ENSMUSG00000031790	Mmp15	Gene Expression
Cfap20	ENSMUSG00000031796	Cfap20	Gene Expression
Csnk2a2	ENSMUSG00000046707	Csnk2a2	Gene Expression
Gm45854	ENSMUSG00000110598	Gm45854	Gene Expression
Gm45853	ENSMUSG00000110635	Gm45853	Gene Expression
4933406B17Rik	ENSMUSG00000110427	4933406B17Rik	Gene Expression
Ccdc113	ENSMUSG00000036598	Ccdc113	Gene Expression
1700112L15Rik	ENSMUSG00000110577	1700112L15Rik	Gene Expression
Prss54	ENSMUSG00000048400	Prss54	Gene Expression
Gm5912	ENSMUSG00000081436	Gm5912	Gene Expression
Gm31518	ENSMUSG00000110447	Gm31518	Gene Expression
Gins3	ENSMUSG00000031669	Gins3	Gene Expression
Gm6013	ENSMUSG00000110701	Gm6013	Gene Expression
Ndrg4	ENSMUSG00000036564	Ndrg4	Gene Expression
Setd6	ENSMUSG00000031671	Setd6	Gene Expression
Cnot1	ENSMUSG00000036550	Cnot1	Gene Expression
Gm45762	ENSMUSG00000110556	Gm45762	Gene Expression
4930513N10Rik	ENSMUSG00000074136	4930513N10Rik	Gene Expression
Gm31659	ENSMUSG00000110489	Gm31659	Gene Expression
Sap18b	ENSMUSG00000061104	Sap18b	Gene Expression
Gm31805	ENSMUSG00000110661	Gm31805	Gene Expression
Slc38a7	ENSMUSG00000036534	Slc38a7	Gene Expression
Got2	ENSMUSG00000031672	Got2	Gene Expression
Gm45760	ENSMUSG00000110711	Gm45760	Gene Expression
Gm45895	ENSMUSG00000110634	Gm45895	Gene Expression
Gm8637	ENSMUSG00000110506	Gm8637	Gene Expression
Gm32005	ENSMUSG00000110623	Gm32005	Gene Expression
Gm32122	ENSMUSG00000110633	Gm32122	Gene Expression
1700047G07Rik	ENSMUSG00000110717	1700047G07Rik	Gene Expression
Gm45703	ENSMUSG00000110567	Gm45703	Gene Expression
Gm5131	ENSMUSG00000110715	Gm5131	Gene Expression
Gm45788	ENSMUSG00000110552	Gm45788	Gene Expression
Gm5913	ENSMUSG00000081111	Gm5913	Gene Expression
Gm7191	ENSMUSG00000098116	Gm7191	Gene Expression
Gm39231	ENSMUSG00000109615	Gm39231	Gene Expression
Gm15679	ENSMUSG00000089819	Gm15679	Gene Expression
Cdh8	ENSMUSG00000036510	Cdh8	Gene Expression
Gm15681	ENSMUSG00000086842	Gm15681	Gene Expression
A330008L17Rik	ENSMUSG00000052479	A330008L17Rik	Gene Expression
Impdh2-ps	ENSMUSG00000071041	Impdh2-ps	Gene Expression
Gm5361	ENSMUSG00000110014	Gm5361	Gene Expression
Gm39232	ENSMUSG00000109769	Gm39232	Gene Expression
Gm45422	ENSMUSG00000110069	Gm45422	Gene Expression
Cdh11	ENSMUSG00000031673	Cdh11	Gene Expression
Gm45257	ENSMUSG00000110084	Gm45257	Gene Expression
Gm45258	ENSMUSG00000110269	Gm45258	Gene Expression
Gm8730	ENSMUSG00000063696	Gm8730	Gene Expression
Gm45391	ENSMUSG00000109848	Gm45391	Gene Expression
1600027J07Rik	ENSMUSG00000110340	1600027J07Rik	Gene Expression
Gm45277	ENSMUSG00000109699	Gm45277	Gene Expression
4933400L20Rik	ENSMUSG00000110336	4933400L20Rik	Gene Expression
Gm29682	ENSMUSG00000110053	Gm29682	Gene Expression
Cdh5	ENSMUSG00000031871	Cdh5	Gene Expression
Gm45663	ENSMUSG00000109909	Gm45663	Gene Expression
Bean1	ENSMUSG00000031872	Bean1	Gene Expression
Gm10631	ENSMUSG00000074128	Gm10631	Gene Expression
Gm45892	ENSMUSG00000110674	Gm45892	Gene Expression
Gm45887	ENSMUSG00000110638	Gm45887	Gene Expression
Gm45750	ENSMUSG00000110551	Gm45750	Gene Expression
Tk2	ENSMUSG00000035824	Tk2	Gene Expression
Cklf	ENSMUSG00000054400	Cklf	Gene Expression
Cmtm2a	ENSMUSG00000074127	Cmtm2a	Gene Expression
Gm45711	ENSMUSG00000031876	Gm45711	Gene Expression
Cmtm1	ENSMUSG00000110430	Cmtm1	Gene Expression
Gm45710	ENSMUSG00000110642	Gm45710	Gene Expression
Cmtm2b	ENSMUSG00000035785	Cmtm2b	Gene Expression
Gm45878	ENSMUSG00000110600	Gm45878	Gene Expression
Cmtm3	ENSMUSG00000031875	Cmtm3	Gene Expression
Cmtm4	ENSMUSG00000096188	Cmtm4	Gene Expression
Gm45877	ENSMUSG00000110486	Gm45877	Gene Expression
Dync1li2	ENSMUSG00000035770	Dync1li2	Gene Expression
K230015D01Rik	ENSMUSG00000110630	K230015D01Rik	Gene Expression
Terb1	ENSMUSG00000052616	Terb1	Gene Expression
Nae1	ENSMUSG00000031878	Nae1	Gene Expression
Car7	ENSMUSG00000031883	Car7	Gene Expression
Gm45843	ENSMUSG00000110607	Gm45843	Gene Expression
Pdp2	ENSMUSG00000048371	Pdp2	Gene Expression
Cdh16	ENSMUSG00000031881	Cdh16	Gene Expression
Rrad	ENSMUSG00000031880	Rrad	Gene Expression
Gm33023	ENSMUSG00000110652	Gm33023	Gene Expression
Fam96b	ENSMUSG00000031879	Fam96b	Gene Expression
1700082M22Rik	ENSMUSG00000023737	1700082M22Rik	Gene Expression
Ces2a	ENSMUSG00000055730	Ces2a	Gene Expression
4932416K20Rik	ENSMUSG00000069925	4932416K20Rik	Gene Expression
Ces2b	ENSMUSG00000050097	Ces2b	Gene Expression
Ces2c	ENSMUSG00000061825	Ces2c	Gene Expression
Ces2e	ENSMUSG00000031886	Ces2e	Gene Expression
Ces2g	ENSMUSG00000031877	Ces2g	Gene Expression
Ces2h	ENSMUSG00000091813	Ces2h	Gene Expression
Ces3a	ENSMUSG00000069922	Ces3a	Gene Expression
Ces3b	ENSMUSG00000062181	Ces3b	Gene Expression
Ces4a	ENSMUSG00000060560	Ces4a	Gene Expression
Gm3830	ENSMUSG00000099465	Gm3830	Gene Expression
Cbfb	ENSMUSG00000031885	Cbfb	Gene Expression
Gm22063	ENSMUSG00000064494	Gm22063	Gene Expression
D230025D16Rik	ENSMUSG00000031889	D230025D16Rik	Gene Expression
B3gnt9	ENSMUSG00000069920	B3gnt9	Gene Expression
Tradd	ENSMUSG00000031887	Tradd	Gene Expression
Fbxl8	ENSMUSG00000033313	Fbxl8	Gene Expression
Hsf4	ENSMUSG00000033249	Hsf4	Gene Expression
Nol3	ENSMUSG00000014776	Nol3	Gene Expression
4931428F04Rik	ENSMUSG00000014837	4931428F04Rik	Gene Expression
Gm20163	ENSMUSG00000110611	Gm20163	Gene Expression
Exoc3l	ENSMUSG00000043251	Exoc3l	Gene Expression
E2f4	ENSMUSG00000014859	E2f4	Gene Expression
Elmo3	ENSMUSG00000014791	Elmo3	Gene Expression
Lrrc29	ENSMUSG00000041679	Lrrc29	Gene Expression
Tmem208	ENSMUSG00000014856	Tmem208	Gene Expression
Fhod1	ENSMUSG00000014778	Fhod1	Gene Expression
Slc9a5	ENSMUSG00000014786	Slc9a5	Gene Expression
Plekhg4	ENSMUSG00000014782	Plekhg4	Gene Expression
Kctd19	ENSMUSG00000051648	Kctd19	Gene Expression
Lrrc36	ENSMUSG00000054320	Lrrc36	Gene Expression
Tppp3	ENSMUSG00000014846	Tppp3	Gene Expression
Zdhhc1	ENSMUSG00000039199	Zdhhc1	Gene Expression
Gm8838	ENSMUSG00000110608	Gm8838	Gene Expression
Hsd11b2	ENSMUSG00000031891	Hsd11b2	Gene Expression
Atp6v0d1	ENSMUSG00000013160	Atp6v0d1	Gene Expression
Gm38250	ENSMUSG00000104168	Gm38250	Gene Expression
Agrp	ENSMUSG00000005705	Agrp	Gene Expression
Gm45855	ENSMUSG00000110686	Gm45855	Gene Expression
Ripor1	ENSMUSG00000038604	Ripor1	Gene Expression
Gm5914	ENSMUSG00000098120	Gm5914	Gene Expression
Ctcf	ENSMUSG00000005698	Ctcf	Gene Expression
Gm5915	ENSMUSG00000080021	Gm5915	Gene Expression
Carmil2	ENSMUSG00000050357	Carmil2	Gene Expression
Acd	ENSMUSG00000038000	Acd	Gene Expression
Pard6a	ENSMUSG00000005699	Pard6a	Gene Expression
Enkd1	ENSMUSG00000013155	Enkd1	Gene Expression
4933405L10Rik	ENSMUSG00000013158	4933405L10Rik	Gene Expression
Gfod2	ENSMUSG00000013150	Gfod2	Gene Expression
Ranbp10	ENSMUSG00000037415	Ranbp10	Gene Expression
Tsnaxip1	ENSMUSG00000031893	Tsnaxip1	Gene Expression
Cenpt	ENSMUSG00000036672	Cenpt	Gene Expression
Thap11	ENSMUSG00000036442	Thap11	Gene Expression
4930578M07Rik	ENSMUSG00000110586	4930578M07Rik	Gene Expression
Nutf2	ENSMUSG00000008450	Nutf2	Gene Expression
Edc4	ENSMUSG00000036270	Edc4	Gene Expression
Nrn1l	ENSMUSG00000044287	Nrn1l	Gene Expression
Pskh1	ENSMUSG00000048310	Pskh1	Gene Expression
Ctrl	ENSMUSG00000031896	Ctrl	Gene Expression
Gm16156	ENSMUSG00000087436	Gm16156	Gene Expression
Psmb10	ENSMUSG00000031897	Psmb10	Gene Expression
Lcat	ENSMUSG00000035237	Lcat	Gene Expression
Slc12a4	ENSMUSG00000017765	Slc12a4	Gene Expression
Gm45752	ENSMUSG00000110457	Gm45752	Gene Expression
Dpep3	ENSMUSG00000031898	Dpep3	Gene Expression
Dpep2	ENSMUSG00000053687	Dpep2	Gene Expression
Dus2	ENSMUSG00000031901	Dus2	Gene Expression
Dpep2nb	ENSMUSG00000115768	Dpep2nb	Gene Expression
Ddx28	ENSMUSG00000045538	Ddx28	Gene Expression
Nfatc3	ENSMUSG00000031902	Nfatc3	Gene Expression
Gm27956	ENSMUSG00000093345	Gm27956	Gene Expression
Esrp2	ENSMUSG00000084128	Esrp2	Gene Expression
1810019D21Rik	ENSMUSG00000086390	1810019D21Rik	Gene Expression
Pla2g15	ENSMUSG00000031903	Pla2g15	Gene Expression
Slc7a6	ENSMUSG00000031904	Slc7a6	Gene Expression
Slc7a6os	ENSMUSG00000033106	Slc7a6os	Gene Expression
Prmt7	ENSMUSG00000060098	Prmt7	Gene Expression
Smpd3	ENSMUSG00000031906	Smpd3	Gene Expression
Gm10629	ENSMUSG00000074113	Gm10629	Gene Expression
Zfp90	ENSMUSG00000031907	Zfp90	Gene Expression
6030452D12Rik	ENSMUSG00000054069	6030452D12Rik	Gene Expression
Cdh3	ENSMUSG00000061048	Cdh3	Gene Expression
Gm10073	ENSMUSG00000060019	Gm10073	Gene Expression
1110028F18Rik	ENSMUSG00000099139	1110028F18Rik	Gene Expression
Cdh1	ENSMUSG00000000303	Cdh1	Gene Expression
Tango6	ENSMUSG00000041949	Tango6	Gene Expression
Has3	ENSMUSG00000031910	Has3	Gene Expression
Chtf8	ENSMUSG00000046691	Chtf8	Gene Expression
Utp4	ENSMUSG00000041438	Utp4	Gene Expression
Rpl10-ps2	ENSMUSG00000074108	Rpl10-ps2	Gene Expression
Sntb2	ENSMUSG00000041308	Sntb2	Gene Expression
Gm16208	ENSMUSG00000085464	Gm16208	Gene Expression
Vps4a	ENSMUSG00000031913	Vps4a	Gene Expression
Pdf	ENSMUSG00000078931	Pdf	Gene Expression
Cog8	ENSMUSG00000031916	Cog8	Gene Expression
Nip7	ENSMUSG00000031917	Nip7	Gene Expression
Tmed6	ENSMUSG00000031919	Tmed6	Gene Expression
Terf2	ENSMUSG00000031921	Terf2	Gene Expression
Cyb5b	ENSMUSG00000031924	Cyb5b	Gene Expression
Rps18-ps3	ENSMUSG00000057657	Rps18-ps3	Gene Expression
Nfat5	ENSMUSG00000003847	Nfat5	Gene Expression
Nqo1	ENSMUSG00000003849	Nqo1	Gene Expression
Nob1	ENSMUSG00000003848	Nob1	Gene Expression
Wwp2	ENSMUSG00000031930	Wwp2	Gene Expression
Rps26-ps1	ENSMUSG00000059775	Rps26-ps1	Gene Expression
Psmd7	ENSMUSG00000039067	Psmd7	Gene Expression
5033426E14Rik	ENSMUSG00000110625	5033426E14Rik	Gene Expression
Zfhx3	ENSMUSG00000038872	Zfhx3	Gene Expression
Gm39244	ENSMUSG00000109868	Gm39244	Gene Expression
Lncbate1	ENSMUSG00000110613	Lncbate1	Gene Expression
Gm38042	ENSMUSG00000104292	Gm38042	Gene Expression
Gm38318	ENSMUSG00000102989	Gm38318	Gene Expression
D030068K23Rik	ENSMUSG00000097393	D030068K23Rik	Gene Expression
Gm1943	ENSMUSG00000110528	Gm1943	Gene Expression
Pmfbp1	ENSMUSG00000031727	Pmfbp1	Gene Expression
Dhx38	ENSMUSG00000037993	Dhx38	Gene Expression
Txnl4b	ENSMUSG00000031723	Txnl4b	Gene Expression
Hp	ENSMUSG00000031722	Hp	Gene Expression
