,gene,chrom
10834,Metap1d,chr2
10836,Metap2,chr10
10838,Metrn,chr17
10840,Metrnl,chr11
10842,Mettl10,chr7
10844,Mettl13,chr1
10846,Mettl14,chr3
10848,Mettl15,chr2
10850,Mettl16,chr11
10852,Mettl17,chr14
10854,Mettl1,chr10
10856,Mettl21a,chr1
10858,Mettl22,chr16
10860,Mettl2,chr11
10862,Mettl3,chr14
10864,Mettl4,chr17
10866,Mettl5,chr2
10868,Mettl6,chr14
10870,Mettl7a1,chr15
10872,Mettl8,chr2
10874,Mettl9,chr7
10876,Mex3a,chr3
10878,Mex3c,chr18
10880,Mex3d,chr10
10882,Mfap1a,chr2
10884,Mfap1b,chr2
10886,Mfap2,chr4
10888,Mfap3,chr11
10890,Mfap3l,chr8
10892,Mfap5,chr6
10894,Mff,chr1
10896,Mfge8,chr7
10898,Mfhas1,chr8
10900,Mfn1,chr3
10902,Mfn2,chr4
10904,Mfsd10,chr5
10906,Mfsd11,chr11
10908,Mfsd1,chr3
10910,Mfsd2a,chr4
10912,Mfsd2b,chr12
10914,Mfsd4,chr1
10916,Mfsd5,chr15
10918,Mfsd6,chr1
10920,Mfsd7a,chr5
10922,Mfsd7b,chr1
10924,Mfsd7c,chr12
10926,Mfsd8,chr3
10928,Mfsd9,chr1
10930,Mga,chr2
10932,Mgat1,chr11
10934,Mgat3,chr15
10936,Mgat4b,chr11
10938,Mgat5,chr1
10940,Mgea5,chr19
10942,Mgll,chr6
10944,Mgmt,chr7
10946,Mgp,chr6
10948,Mgrn1,chr16
10950,Mgst1,chr6
10952,Mgst2,chr3
10954,Mgst3,chr1
10956,Miat,chr5
10958,Mib1,chr18
10960,Mib2,chr4
10962,Mical1,chr10
10964,Mical2,chr7
10966,Mical3,chr6
10968,Micalcl,chr7
10970,Micall1,chr15
10972,Micall2,chr5
10974,Mid1,chrX
10976,Mid1ip1,chrX
10978,Mid2,chrX
10980,Mier1,chr4
10982,Mier2,chr10
10984,Mier3,chr13
10986,Miip,chr4
10988,Mill2,chr7
10990,Mina,chr16
10992,Mink1,chr11
10994,Minpp1,chr19
10996,Mios,chr6
10998,Mipep,chr14
11000,Mipol1,chr12
11002,Mir17hg,chr14
11004,Mir3057,chr10
11006,Mir3061,chr11
11008,Mir3091,
11010,Mir5119,
11012,Mir5121,chr7
11014,Mir5133,
11016,Mir568,chr16
11018,Mir707,chr7
11020,Mirg,chr12
11022,Mis12,chr11
11024,Mis18bp1,chr12
11026,Mitf,chr6
11028,Mki67,chr7
11030,Mkks,chr2
11032,Mkl1,chr15
11034,Mkl2,chr16
11036,Mkln1,chr6
11038,Mknk1,chr4
11040,Mknk2,chr10
11042,Mkrn1,chr6
11044,Mkrn2,chr6
11046,Mks1,chr11
11048,Mkx,chr18
11050,Mlec,chr5
11052,Mlf1,chr3
11054,Mlh1,chr9
11056,Mlh3,chr12
11058,Mllt10,chr2
11060,Mllt11,chr3
11062,Mllt1,chr17
11064,Mllt3,chr4
11066,Mllt4,chr17
11068,Mllt6,chr11
11070,Mlst8,chr17
11072,Mlx,chr11
11074,Mlxip,chr5
11076,Mmaa,chr8
11078,Mmab,chr5
11080,Mmachc,chr4
11082,Mmadhc,chr2
11084,Mmd,chr11
11086,Mme,chr3
11088,Mmgt1,chrX
11090,Mmgt2,chr11
11092,Mmp11,chr10
11094,Mmp13,chr9
11096,Mmp14,chr14
11098,Mmp16,chr4
11100,Mmp17,chr5
11102,Mmp19,chr10
11104,Mmp1b,chr9
11106,Mmp23,chr4
11108,Mmp27,chr9
11110,Mmp28,chr11
11112,Mmp2,chr8
11114,Mmp3,chr9
11116,Mmp9,chr2
11118,Mmrn2,chr14
11120,Mms19,chr19
11122,Mms22l,chr4
11124,Mn1,chr5
11126,Mnat1,chr12
11128,Mnd1,chr3
11130,Mns1,chr9
11132,Moap1,chr12
11134,Mocos,chr18
11136,Mocs2,chr13
11138,Mocs3,chr2
11140,Mogat2,chr7
11142,Mogs,chr6
11144,Mon1a,chr9
11146,Mon1b,chr8
11148,Mon2,chr10
11150,Morc2a,chr11
11152,Morc3,chr16
11154,Morc4,chrX
11156,Morf4l2,chrX
11158,Morn1,chr4
11160,Morn2,chr17
11162,Morn4,chr19
11164,Mospd1,chrX
11166,Mospd2,chrX
11168,Mospd3,chr5
11170,Mospd4,chr18
11172,Mov10,chr3
11174,Moxd1,chr10
11176,Mpdu1,chr11
11178,Mpdz,chr4
11180,Mpg,chr11
11182,Mphosph10,chr7
11184,Mphosph8,chr14
11186,Mphosph9,chr5
11188,Mpi,chr9
11190,Mpp1,chrX
11192,Mpp2,chr11
11194,Mpp5,chr12
11196,Mpp6,chr6
11198,Mpp7,chr18
11200,Mppe1,chr18
11202,Mprip,chr11
11204,Mpst,chr15
11206,Mpv17,chr5
11208,Mpv17l,chr16
11210,Mpzl1,chr1
11212,Mpzl3,chr9
11214,Mr1,chr1
11216,Mras,chr9
11218,Mrc1,chr2
11220,Mrc2,chr11
11222,Mre11a,chr9
11224,Mreg,chr1
11226,Mrfap1,chr5
11228,Mrgpre,chr7
11230,Mrgprf,chr7
11232,Mri1,chr8
11234,Mrm1,chr11
11236,Mrpl10,chr11
11238,Mrpl11,chr19
11240,Mrpl13,chr15
11242,Mrpl14,chr17
11244,Mrpl15,chr1
11246,Mrpl16,chr19
11248,Mrpl17,chr7
11250,Mrpl18,chr17
11252,Mrpl19,chr6
11254,Mrpl1,chr5
11256,Mrpl20,chr4
11258,Mrpl24,chr3
11260,Mrpl27,chr11
11262,Mrpl28,chr17
11264,Mrpl32,chr13
11266,Mrpl33,chr5
11268,Mrpl35,chr6
11270,Mrpl36,chr13
11272,Mrpl37,chr4
11274,Mrpl38,chr11
11276,Mrpl39,chr16
11278,Mrpl3,chr9
11280,Mrpl40,chr16
11282,Mrpl41,chr2
11284,Mrpl42,chr10
11286,Mrpl43,chr19
11288,Mrpl44,chr1
11290,Mrpl45,chr11
11292,Mrpl46,chr7
11294,Mrpl47,chr3
11296,Mrpl48,chr7
11298,Mrpl4,chr9
11300,Mrpl50,chr4
11302,Mrpl51,chr6
11304,Mrpl52,chr14
11306,Mrpl53,chr6
11308,Mrpl54,chr10
11310,Mrpl55,chr11
11312,Mrpl9,chr3
11314,Mrps10,chr17
11316,Mrps11,chr7
11318,Mrps12,chr7
11320,Mrps14,chr1
11322,Mrps15,chr4
11324,Mrps16,chr14
11326,Mrps17,chr5
11328,Mrps18a,chr17
11330,Mrps18b,chr17
11332,Mrps18c,chr5
11334,Mrps22,chr9
11336,Mrps23,chr11
11338,Mrps24,chr11
11340,Mrps25,chr6
11342,Mrps26,chr2
11344,Mrps27,chr13
11346,Mrps28,chr3
11348,Mrps2,chr2
11350,Mrps30,chr13
11352,Mrps31,chr8
11354,Mrps33,chr6
11356,Mrps35,chr6
11358,Mrps5,chr2
11360,Mrps6,chr16
11362,Mrps9,chr1
11364,Mrrf,chr2
11366,Mrs2,chr13
11368,Mrto4,chr4
11370,Mrvi1,chr7
11372,Ms4a4d,chr19
11374,Msh2,chr17
11376,Msh3,chr13
11378,Msh6,chr17
11380,Msi2,chr11
11382,Msl2,chr9
11384,Msl3,chrX
11386,Msl3l2,chr10
11388,Msn,chrX
11390,Msr1,chr8
11392,Msra,chr14
11394,Msrb2,chr2
11396,Msrb3,chr10
11398,Mst1r,chr9
11400,Msto1,chr3
11402,Msx1,chr5
11404,Msx2,chr13
11406,Mt1,chr8
11408,Mt2,chr8
11410,Mta1,chr12
11412,Mta2,chr19
11414,Mta3,chr17
11416,Mtap7d3,chrX
11418,Mtap,chr4
11420,Mtbp,chr15
11422,Mtch1,chr17
11424,Mtch2,chr2
11426,Mtcp1,chrX
11428,Mtdh,chr15
11430,Mterfd1,chr13
11432,Mterfd2,chr1
11434,Mterfd3,chr10
11436,Mtf1,chr4
11438,Mtf2,chr5
11440,Mtfmt,chr9
11442,Mtfp1,chr11
11444,Mtfr1,chr3
11446,Mtg1,chr7
11448,Mthfd1,chr12
11450,Mthfd1l,chr10
11452,Mthfd2,chr6
11454,Mthfd2l,chr5
11456,Mthfr,chr4
11458,Mthfsd,chr8
11460,Mtif2,chr11
11462,Mtif3,chr5
11464,Mtm1,chrX
11466,Mtmr10,chr7
11468,Mtmr11,chr3
11470,Mtmr12,chr15
11472,Mtmr14,chr6
11474,Mtmr1,chrX
11476,Mtmr2,chr9
11478,Mtmr3,chr11
11480,Mtmr4,chr11
11482,Mtmr6,chr14
11484,Mtmr9,chr14
11486,Mto1,chr9
11488,Mtor,chr4
11490,Mtpap,chr18
11492,Mtpn,chr6
11494,Mtr,chr13
11496,Mtrf1,chr14
11498,Mtrr,chr13
11500,Mtss1,chr15
11502,Mtss1l,chr8
11504,Mttp,chr3
11506,Mtus1,chr8
11508,Mtus2,chr5
11510,Mtx2,chr2
11512,Mtx3,chr13
11514,Mul1,chr4
11516,Mum1l1,chrX
11518,Murc,chr4
11520,Mus81,chr19
11522,Musk,chr4
11524,Mustn1,chr14
11526,Mut,chr17
11528,Mutyh,chr4
11530,Mvd,chr8
11532,Mvk,chr5
11534,Mvp,chr7
11536,Mx1,chr16
11538,Mxd1,chr6
11540,Mxd3,chr13
11542,Mxd4,chr5
11544,Mxi1,chr19
11546,Mxra7,chr11
11548,Mxra8,chr4
11550,Myadm,chr7
11552,Mybbp1a,chr11
11554,Mybl1,chr1
11556,Mybl2,chr2
11558,Myc,chr15
11560,Mycbp2,chr14
11562,Mycbp,chr4
11564,Mycbpap,chr11
11566,Myd88,chr9
11568,Myef2,chr2
11570,Myh10,chr11
11572,Myh11,chr16
11574,Myh9,chr15
11576,Myl12b,chr17
11578,Myl4,chr11
11580,Myl6b,chr10
11582,Myl9,chr2
11584,Mylip,chr13
11586,Mylk2,chr2
11588,Mylk,chr16
11590,Mylpf,chr7
11592,Mynn,chr3
11594,Myo10,chr15
11596,Myo18a,chr11
11598,Myo19,chr11
11600,Myo1b,chr1
11602,Myo1c,chr11
11604,Myo1d,chr11
11606,Myo1e,chr9
11608,Myo5a,chr9
11610,Myo6,chr9
11612,Myo7a,chr7
11614,Myo9a,chr9
11616,Myo9b,chr8
11618,Myocd,chr11
11620,Myof,chr19
11622,Myom1,chr17
11624,Mysm1,chr4
11626,Mzt1,chr14
11628,Mzt2,chr16
11630,N4bp1,chr8
11632,N4bp2,chr5
11634,N4bp2l1,chr5
11636,N4bp2l2,chr5
11638,N4bp3,chr11
11640,N6amt1,chr16
11642,N6amt2,chr14
11644,Naa10,chrX
11646,Naa15,chr3
11648,Naa16,chr14
11650,Naa20,chr2
11652,Naa25,chr5
11654,Naa30,chr14
11656,Naa35,chr13
11658,Naa38,chr6
11660,Naa40,chr19
11662,Naa50,chr16
11664,Naaa,chr5
11666,Naalad2,chr9
11668,Naaladl1,chr19
11670,Nab1,chr1
11672,Nab2,chr10
11674,Naca,chr10
11676,Nacad,chr11
11678,Nacc1,chr8
11680,Nacc2,chr2
11682,Nadk,chr4
11684,Nadsyn1,chr7
11686,Nae1,chr8
11688,Naf1,chr8
11690,Naga,chr15
11692,Nagk,chr6
11694,Naglu,chr11
11696,Nagpa,chr16
11698,Nampt,chr12
11700,Nanos1,chr19
11702,Nans,chr4
11704,Nap1l2,chrX
11706,Nap1l3,chrX
11708,Nap1l4,chr7
11710,Napa,chr7
11712,Napb,chr2
11714,Napepld,chr5
11716,Napg,chr18
11718,Naprt1,chr15
11720,Narf,chr11
11722,Narfl,chr17
11724,Nars2,chr7
11726,Nasp,chr4
11728,Nat10,chr2
11730,Nat14,chr7
11732,Nat2,chr8
11734,Nav1,chr1
11736,Nav2,chr7
11738,Nav3,chr10
11740,Nbas,chr12
11742,Nbea,chr3
11744,Nbeal1,chr1
11746,Nbeal2,chr9
11748,Nbn,chr4
11750,Nbr1,chr11
11752,Ncald,chr15
11754,Ncam1,chr9
11756,Ncapd2,chr6
11758,Ncapd3,chr9
11760,Ncapg2,chr12
11762,Ncapg,chr5
11764,Ncaph,chr2
11766,Ncbp1,chr4
11768,Ncbp2,chr16
11770,Ncdn,chr4
11772,Nceh1,chr3
11774,Ncf2,chr1
11776,Nck1,chr9
11778,Nck2,chr1
11780,Nckap1l,chr15
11782,Nckap5l,chr15
11784,Nckipsd,chr9
11786,Ncl,chr1
11788,Ncln,chr10
11790,Ncoa1,chr12
11792,Ncoa2,chr1
11794,Ncoa3,chr2
11796,Ncoa4,chr14
11798,Ncoa5,chr2
11800,Ncoa6,chr2
11802,Ncoa7,chr10
11804,Ncor1,chr11
11806,Ncor2,chr5
11808,Ncs1,chr2
11810,Ncstn,chr1
11812,Ndc80,chr17
11814,Nde1,chr16
11816,Ndel1,chr11
11818,Ndfip2,chr14
11820,Ndnl2,chr7
11822,Ndor1,chr2
11824,Ndrg1,chr15
11826,Ndrg2,chr14
11828,Ndrg3,chr2
11830,Ndrg4,chr8
11832,Ndst1,chr18
11834,Ndst2,chr14
11836,Ndufa10,chr1
11838,Ndufa12,chr10
11840,Ndufa13,chr8
11842,Ndufa3,chr7
11844,Ndufa4,chr6
11846,Ndufa4l2,chr10
11848,Ndufa5,chr6
11850,Ndufa8,chr2
11852,Ndufaf1,chr2
11854,Ndufaf2,chr13
11856,Ndufaf4,chr4
11858,Ndufb10,chr17
11860,Ndufb11,chrX
11862,Ndufb2,chr6
11864,Ndufb3,chr1
11866,Ndufb5,chr3
11868,Ndufb6,chr4
11870,Ndufb8,chr19
11872,Ndufc1,chr3
11874,Ndufc2,chr7
11876,Ndufs1,chr1
11878,Ndufs2,chr1
11880,Ndufs4,chr13
11882,Ndufs5,chr4
11884,Ndufs6,chr13
11886,Ndufs8,chr19
11888,Ndufv1,chr19
11890,Ndufv2,chr17
11892,Ndufv3,chr17
11894,Neat1,chr19
11896,Neb,chr2
11898,Necab3,chr2
11900,Necap1,chr6
11902,Necap2,chr4
11904,Nedd1,chr10
11906,Nedd4,chr9
11908,Nedd4l,chr18
11910,Nedd8,chr14
11912,Nedd9,chr13
11914,Nefm,chr14
11916,Neil1,chr9
11918,Neil3,chr8
11920,Nek11,chr9
11922,Nek1,chr8
11924,Nek2,chr1
11926,Nek3,chr8
11928,Nek4,chr14
11930,Nek6,chr2
11932,Nek7,chr1
11934,Nek9,chr12
11936,Nell2,chr15
11938,Nemf,chr12
11940,Nenf,chr1
11942,Neo1,chr9
11944,Nes,chr3
11946,Net1,chr13
11948,Neto2,chr8
11950,Neu1,chr17
11952,Neu3,chr7
11954,Neurl1a,chr19
11956,Neurl2,chr2
11958,Neurl3,chr1
11960,Nf1,chr11
11962,Nf2,chr11
11964,Nfam1,chr15
11966,Nfat5,chr8
11968,Nfatc1,chr18
11970,Nfatc2,chr2
11972,Nfatc2ip,chr7
11974,Nfatc4,chr14
11976,Nfe2l1,chr11
11978,Nfe2l2,chr2
11980,Nfia,chr4
11982,Nfib,chr4
11984,Nfic,chr10
11986,Nfix,chr8
11988,Nfkb1,chr3
11990,Nfkb2,chr19
11992,Nfkbib,chr7
11994,Nfkbid,chr7
11996,Nfkbie,chr17
11998,Nfkbiz,chr16
12000,Nfrkb,chr9
12002,Nfs1,chr2
12004,Nfu1,chr6
12006,Nfx1,chr4
12008,Nfxl1,chr5
12010,Nfya,chr17
12012,Nfyb,chr10
12014,Ngdn,chr14
12016,Ngef,chr1
12018,Ngly1,chr14
12020,Ngrn,chr7
12022,Nhej1,chr1
12024,Nhlrc1,chr13
12026,Nhlrc2,chr19
12028,Nhlrc3,chr3
12030,Nhp2,chr11
12032,Nhsl1,chr10
12034,Nhsl2,chrX
12036,Nicn1,chr9
12038,Nid1,chr13
12040,Nid2,chr14
12042,Nif3l1,chr1
12044,Nin,chr12
12046,Ninj1,chr13
12048,Ninj2,chr6
12050,Ninl,chr2
12052,Nip7,chr8
12054,Nipa1,chr7
12056,Nipa2,chr7
12058,Nipal1,chr5
12060,Nipal2,chr15
12062,Nipal3,chr4
12064,Nipbl,chr15
12066,Nipsnap1,chr11
12068,Nipsnap3b,chr4
12070,Nisch,chr14
12072,Nit1,chr1
12074,Nit2,chr16
12076,Nkain1,chr4
12078,Nkain2,chr10
12080,Nkap,chrX
12082,Nkapl,chr13
12084,Nkd1,chr8
12086,Nkd2,chr13
12088,Nkiras1,chr14
12090,Nkiras2,chr11
12092,Nktr,chr9
12094,Nle1,chr11
12096,Nlgn2,chr11
12098,Nlk,chr11
12100,Nln,chr13
12102,Nlrc3,chr16
12104,Nlrc5,chr8
12106,Nlrp10,chr7
12108,Nlrx1,chr9
12110,Nmb,chr7
12112,Nmd3,chr3
12114,Nme1,chr11
12116,Nme2,chr11
12118,Nme4,chr17
12120,Nme5,chr18
12122,Nme6,chr9
12124,Nme7,chr1
12126,Nmi,chr2
12128,Nmnat1,chr4
12130,Nmnat2,chr1
12132,Nmnat3,chr9
12134,Nmral1,chr16
12136,Nmt1,chr11
12138,Nmt2,chr2
12140,Nmu,chr5
12142,Nnmt,chr9
12144,Nnt,chr13
12146,Nob1,chr8
12148,Noc3l,chr19
12150,Noc4l,chr5
12152,Nod1,chr6
12154,Nol10,chr12
12156,Nol11,chr11
12158,Nol12,chr15
12160,Nol3,chr8
12162,Nol4,chr18
12164,Nol6,chr4
12166,Nol7,chr13
12168,Nol8,chr13
12170,Nol9,chr4
12172,Nolc1,chr19
12174,Nom1,chr5
12176,Nomo1,chr7
12178,Nono,chrX
12180,Nop14,chr5
12182,Nop16,chr13
12184,Nop2,chr6
12186,Nop56,chr2
12188,Nop58,chr1
12190,Nos1ap,chr1
12192,Nos3,chr5
12194,Nosip,chr7
12196,Nostrin,chr2
12198,Notch1,chr2
12200,Notch2,chr3
12202,Notch3,chr17
12204,Nov,chr15
12206,Nova1,chr12
12208,Nox4,chr7
12210,Noxo1,chr17
12212,Npas3,chr12
12214,Npat,chr9
12216,Npc1,chr18
12218,Npc2,chr12
12220,Npdc1,chr2
12222,Npepl1,chr2
12224,Npepps,chr11
12226,Npff,chr15
12228,Nphp1,chr2
12230,Nphp3,chr9
12232,Nphp4,chr4
12234,Npl,chr1
12236,Nploc4,chr11
12238,Npm1,chr11
12240,Npm3,chr19
12242,Npnt,chr3
12244,Nppb,chr4
12246,Npr1,chr3
12248,Npr2,chr4
12250,Npr3,chr15
12252,Nprl3,chr11
12254,Nptn,chr9
12256,Nptx1,chr11
12258,Nptx2,chr5
12260,Npy1r,chr8
12262,Npy,chr6
12264,Nqo1,chr8
12266,Nqo2,chr13
12268,Nr1d2,chr14
12270,Nr1h2,chr7
12272,Nr1h3,chr2
12274,Nr2c1,chr10
12276,Nr2c2,chr6
12278,Nr2c2ap,chr8
12280,Nr2f2,chr7
12282,Nr3c1,chr18
12284,Nr4a1,chr15
12286,Nr6a1,chr2
12288,Nradd,chr9
12290,Nras,chr3
12292,Nrbf2,chr10
12294,Nrbp1,chr5
12296,Nrbp2,chr15
12298,Nrcam,chr12
12300,Nrd1,chr4
12302,Nrf1,chr6
12304,Nrg1,chr8
12306,Nrg4,chr9
12308,Nrip1,chr16
12310,Nrip2,chr6
12312,Nrip3,chr7
12314,Nrm,chr17
12316,Nrn1,chr13
12318,Nrn1l,chr8
12320,Nrp1,chr8
12322,Nrp2,chr1
12324,Nrp,chr12
12326,Nrtn,chr17
12328,Nsa2,chr13
12330,Nsd1,chr13
12332,Nsdhl,chrX
12334,Nsf,chr11
12336,Nsfl1c,chr2
12338,Nsg1,chr5
12340,Nsl1,chr1
12342,Nsmaf,chr4
12344,Nsmce1,chr7
12346,Nsmce2,chr15
12348,Nsmce4a,chr7
12350,Nsun2,chr13
12352,Nsun3,chr16
12354,Nsun4,chr4
12356,Nsun5,chr5
12358,Nsun6,chr2
12360,Nt5c2,chr19
12362,Nt5c3,chr6
12364,Nt5dc1,chr10
12366,Nt5dc2,chr14
12368,Nt5dc3,chr10
12370,Nt5e,chr9
12372,Nt5m,chr11
12374,Ntan1,chr16
12376,Ntf5,chr7
12378,Nthl1,chr17
12380,Ntn1,chr11
12382,Ntpcr,chr8
12384,Ntrk2,chr13
12386,Nuak1,chr10
12388,Nuak2,chr1
12390,Nub1,chr5
12392,Nubp1,chr16
12394,Nubpl,chr12
12396,Nucb1,chr7
12398,Nucb2,chr7
12400,Nucks1,chr1
12402,Nudc,chr4
12404,Nudcd1,chr15
12406,Nudcd2,chr11
12408,Nudcd3,chr11
12410,Nudt12,chr17
12412,Nudt13,chr14
12414,Nudt14,chr12
12416,Nudt16,chr9
12418,Nudt16l1,chr16
12420,Nudt18,chr14
12422,Nudt19,chr7
12424,Nudt1,chr5
12426,Nudt22,chr19
12428,Nudt3,chr17
12430,Nudt4,chr10
12432,Nudt5,chr2
12434,Nudt6,chr3
12436,Nudt7,chr8
12438,Nudt8,chr19
12440,Nudt9,chr5
12442,Nuf2,chr1
12444,Nufip1,chr14
12446,Nufip2,chr11
12448,Numa1,chr7
12450,Numb,chr12
12452,Numbl,chr7
12454,Nup133,chr8
12456,Nup153,chr13
12458,Nup155,chr15
12460,Nup188,chr2
12462,Nup205,chr6
12464,Nup210l,chr3
12466,Nup35,chr2
12468,Nup37,chr10
12470,Nup43,chr10
12472,Nup50,chr15
12474,Nup54,chr5
12476,Nup62,chr7
12478,Nup85,chr11
12480,Nup88,chr11
12482,Nup93,chr8
12484,Nup98,chr7
12486,Nupl1,chr14
12488,Nupl2,chr5
12490,Nupr1,chr7
12492,Nus1,chr10
12494,Nusap1,chr2
12496,Nutf2,chr8
12498,Nvl,chr1
12500,Nxf1,chr19
12502,Nxn,chr11
12504,Nxph3,chr11
12506,Nxt1,chr2
12508,Nxt2,chrX
12510,Nynrin,chr14
12512,Oaf,chr9
12514,Oas1c,chr5
12516,Oasl2,chr5
12518,Oat,chr7
12520,Obfc1,chr19
12522,Obsl1,chr1
12524,Ociad1,chr5
12526,Ociad2,chr5
12528,Ocln,chr13
12530,Ocrl,chrX
12532,Odc1,chr12
12534,Odf2,chr2
12536,Odf2l,chr3
12538,Ofd1,chrX
12540,Ogdh,chr11
12542,Ogdhl,chr14
12544,Ogfod1,chr8
12546,Ogfod2,chr5
12548,Ogfr,chr2
12550,Ogfrl1,chr1
12552,Ogg1,chr6
12554,Ogn,chr13
12556,Ogt,chrX
12558,Oip5,chr2
12560,Ola1,chr2
12562,Olfm1,chr2
12564,Olfm2,chr9
12566,Olfml2b,chr1
12568,Olfml3,chr3
12570,Olfr1372-ps1,chr11
12572,Oma1,chr4
12574,Onecut2,chr18
12576,Opa1,chr16
12578,Opa3,chr7
12580,Ophn1,chrX
12582,Oplah,chr15
12584,Opn3,chr1
12586,Optn,chr2
12588,Orai1,chr5
12590,Orai2,chr5
12592,Orai3,chr7
12594,Oraov1,chr7
12596,Orc1,chr4
12598,Orc2,chr1
12600,Orc3,chr4
12602,Orc4,chr2
12604,Orc5,chr5
12606,Orc6,chr8
12608,Ormdl1,chr1
12610,Ormdl3,chr11
12612,Os9,chr10
12614,Osbp,chr19
12616,Osbpl10,chr9
12618,Osbpl11,chr16
12620,Osbpl1a,chr18
12622,Osbpl2,chr2
12624,Osbpl3,chr6
12626,Osbpl5,chr7
12628,Osbpl6,chr2
12630,Osbpl7,chr11
12632,Osbpl8,chr10
12634,Osbpl9,chr4
12636,Oscar,chr7
12638,Oscp1,chr4
12640,Osgep,chr14
12642,Osgepl1,chr1
12644,Osgin2,chr4
12646,Osmr,chr15
12648,Osr1,chr12
12650,Osr2,chr15
12652,Ostc,chr3
12654,Ostf1,chr19
12656,Ostm1,chr10
12658,Otub1,chr19
12660,Otub2,chr12
12662,Otud1,chr2
12664,Otud3,chr4
12666,Otud4,chr8
12668,Otud5,chrX
12670,Otud6b,chr4
12672,Otud7b,chr3
12674,Ovca2,chr11
12676,Ovol1,chr19
12678,Oxa1l,chr14
12680,Oxct1,chr15
12682,Oxnad1,chr14
12684,Oxr1,chr15
12686,Oxsm,chr14
12688,Oxsr1,chr9
12690,P2rx4,chr5
12692,P2rx5,chr11
12694,P2rx7,chr5
12696,P2ry2,chr7
12698,P2ry6,chr7
12700,P4ha1,chr10
12702,P4ha2,chr11
12704,P4ha3,chr7
12706,P4htm,chr9
12708,Pa2g4,chr10
12710,Pabpc1,chr15
12712,Pabpc4l,chr3
12714,Pacrg,chr17
12716,Pacrgl,chr5
12718,Pacs1,chr19
12720,Pacs2,chr12
12722,Pacsin2,chr15
12724,Pacsin3,chr2
12726,Padi1,chr4
12728,Paf1,chr7
12730,Pafah1b1,chr11
12732,Pafah1b2,chr9
12734,Pafah1b3,chr7
12736,Pafah2,chr4
12738,Pag1,chr3
12740,Paics,chr5
12742,Paip1,chr13
12744,Paip2,chr18
12746,Paip2b,chr6
12748,Pak1,chr7
12750,Pak1ip1,chr13
12752,Pak2,chr16
12754,Pak3,chrX
12756,Pak4,chr7
12758,Palb2,chr7
12760,Palld,chr8
12762,Palm2,chr4
12764,Palm3,chr8
12766,Palm,chr10
12768,Palmd,chr3
12770,Pam,chr1
12772,Pamr1,chr2
12774,Pan3,chr5
12776,Pank1,chr19
12778,Pank2,chr2
12780,Pank3,chr11
12782,Pank4,chr4
12784,Panx1,chr9
12786,Papd4,chr13
12788,Papd5,chr8
12790,Papd7,chr13
12792,Papola,chr12
12794,Papolb,chr5
12796,Papolg,chr11
12798,Pappa,chr4
12800,Papss1,chr3
12802,Papss2,chr19
12804,Paqr3,chr5
12806,Paqr7,chr4
12808,Paqr8,chr1
12810,Pard3,chr8
12812,Pard3b,chr1
12814,Pard6a,chr8
12816,Pard6g,chr18
12818,Parg,chr14
12820,Park2,chr17
12822,Park7,chr4
12824,Parl,chr16
12826,Parm1,chr5
12828,Parn,chr16
12830,Parp10,chr15
12832,Parp11,chr6
12834,Parp12,chr6
12836,Parp14,chr16
12838,Parp16,chr9
12840,Parp1,chr1
12842,Parp2,chr14
12844,Parp3,chr9
12846,Parp4,chr14
12848,Parp6,chr9
12850,Parp8,chr13
12852,Pars2,chr4
12854,Parva,chr7
12856,Parvb,chr15
12858,Pask,chr1
12860,Pate4,chr9
12862,Patl1,chr19
12864,Patz1,chr11
12866,Pawr,chr10
12868,Pax3,chr1
12870,Pax9,chr12
12872,Paxip1,chr5
12874,Pbk,chr14
12876,Pbld1,chr10
12878,Pbld2,chr10
12880,Pbp2,chr6
12882,Pbrm1,chr14
12884,Pbx1,chr1
12886,Pbx2,chr17
12888,Pbx3,chr2
12890,Pbx4,chr8
12892,Pbxip1,chr3
12894,Pcbd1,chr10
12896,Pcbd2,chr13
12898,Pcbp3,chr10
12900,Pcbp4,chr9
12902,Pccb,chr9
12904,Pcdh18,chr3
12906,Pcdh1,chr18
12908,Pcdh20,chr14
12910,Pcdh7,chr5
12912,Pcdh9,chr14
12914,Pcdhb17,chr18
12916,Pcdhb19,chr18
12918,Pcdhb22,chr18
12920,Pcdhb5,chr18
12922,Pcdhga10,chr18
12924,Pcdhga11,chr18
12926,Pcdhga12,chr18
12928,Pcdhga1,chr18
12930,Pcdhga3,chr18
12932,Pcdhga4,chr18
12934,Pcdhga6,chr18
12936,Pcdhga8,chr18
12938,Pcdhgb1,chr18
12940,Pcdhgb4,chr18
12942,Pcdhgb6,chr18
12944,Pcdhgb7,chr18
12946,Pcdhgc3,chr18
12948,Pcdhgc4,chr18
12950,Pcf11,chr7
12952,Pcgf2,chr11
12954,Pcgf3,chr5
12956,Pcgf5,chr19
12958,Pcgf6,chr19
12960,Pcid2,chr8
12962,Pcif1,chr2
12964,Pck2,chr14
12966,Pcm1,chr8
12968,Pcmt1,chr10
12970,Pcmtd1,chr1
12972,Pcmtd2,chr2
12974,Pcnp,chr16
12976,Pcnt,chr10
12978,Pcnx,chr12
12980,Pcnxl3,chr19
12982,Pcolce2,chr9
12984,Pcolce,chr5
12986,Pcsk4,chr10
12988,Pcsk5,chr19
12990,Pcsk6,chr7
12992,Pcsk7,chr9
